Site Name(*),Cell Name(*),Longitude,Latitude,X,Y,Azimuth(*),PCI,Antenna,Height,Max Power(dBm),Total Loss(DL),Frequency Band(*),RS Power(dBm)
CW0650,CW0650_4,101.70909,3.150709,801113.55,348643.02,0,2,OMNI700-2700_880Mhz,24.2,46,1.3,850 FDD - 10 MHz,15.2
