Site Name(*),Cell Name(*),Longitude,Latitude,X,Y,Azimuth(*),PCI,Antenna,Height,Max Power(dBm),Total Loss(DL),Frequency Band(*),RS Power(dBm)
CW0651,CW0651_4,101.69682,3.16039,799745.96,349710.74,0,1,OMNI700-2700_880Mhz,37.5,46,1.3,850 FDD - 10 MHz,15.2
