Site Name(*), Cell Name(*), Frequency Band(*), PCI, Longitude(*), Latitude(*), Azimuth(*), Antenna, Height, Mechanical Downtilt, Electrical Downtilt, Total Electrical Downtilt, RS Power, Total Loss(DL),X,Y
1, 1_1, 1750 FDD - 20MHz,85,120.1289001,30.28559,70, ODV-065R18K 10Tilt,45,5,0,10,12.2,0.5,801106.88,3355980.82
