ID,X,Y,Z,PCI,RSRP(dBm)
31881839,801506.22,348634.58,1.5,2,-86.35768
31881840,801511.32,348621.58,1.5,2,-82.66756
31881841,801517.55,348609.08,1.5,2,-81.93258
31881842,801526.78,348599.09,1.5,2,-80.10079
31881843,801539.49,348593.28,1.5,2,-82.16726
31881844,801552.2,348587.41,1.5,2,-82.49763
31881845,801564.3,348580.3,1.5,2,-81.58681
31881846,801576.71,348573.82,1.5,2,-82.53322
31881847,801589.96,348569.28,1.5,2,-83.43745
31881848,801603.23,348564.83,1.5,2,-83.1583
31881849,801616.01,348559.1,1.5,2,-82.92085
31881850,801627.89,348551.69,1.5,2,-85.62311
31881851,801639.68,348544.07,1.5,2,-86.41773
31881852,801651.55,348536.6,1.5,2,-88.16909
31881853,801663.8,348529.76,1.5,2,-86.93464
31881854,801674.54,348521.29,1.5,2,-89.02594
31881855,801687.04,348515.14,1.5,2,-89.75714
31881856,801700.08,348510.1,1.5,2,-91.2289
31881857,801712,348502.79,1.5,2,-93.92589
31881858,801723.36,348494.59,1.5,2,-94.85793
31881859,801735.16,348487.04,1.5,2,-95.51208
31881860,801747.14,348479.72,1.5,2,-94.16733
31881861,801758.78,348471.9,1.5,2,-96.47334
31881862,801770.47,348464.15,1.5,2,-96.55162
31881863,801782.33,348456.67,1.5,2,-95.59966
31881864,801794.15,348449.08,1.5,2,-95.73306
31881865,801806.07,348441.63,1.5,2,-94.2747
31881866,801818,348434.3,1.5,2,-95.02074
31881867,801829.72,348426.62,1.5,2,-94.9596
31881868,801841.18,348418.58,1.5,2,-95.83065
31881869,801852.63,348410.45,1.5,2,-96.71095
31881870,801864.36,348402.77,1.5,2,-98.13846
31881871,801862.46,348887.53,1.5,2,-100.4324
31881872,801848.45,348888.12,1.5,2,-101.6194
31881873,801834.43,348888.84,1.5,2,-99.44792
31881874,801820.41,348889.57,1.5,2,-99.05465
31881875,801806.41,348889.98,1.5,2,-98.83018
31881876,801792.39,348889.78,1.5,2,-97.39117
31881877,801778.4,348888.83,1.5,2,-99.2477
31881878,801764.46,348887.28,1.5,2,-98.94498
31881879,801750.54,348886,1.5,2,-100.5158
31881880,801738.52,348881.26,1.5,2,-102.3863
31881881,801737.7,348867.3,1.5,2,-104.8316
31881882,801737.73,348853.28,1.5,2,-102.7434
31881883,801738.63,348839.31,1.5,2,-100.6045
31881884,801738.66,348825.29,1.5,2,-99.68102
31881885,801738.7,348811.28,1.5,2,-96.8571
31881886,801739.23,348797.26,1.5,2,-97.4047
31881887,801740.39,348783.3,1.5,2,-94.97931
31881888,801743.73,348769.7,1.5,2,-93.01621
31881889,801748.18,348756.41,1.5,2,-97.21258
31881890,801754.25,348743.84,1.5,2,-96.37045
31881891,801763.06,348733.04,1.5,2,-97.88397
31881892,801773.93,348724.18,1.5,2,-100.7997
31881893,801785.85,348716.9,1.5,2,-100.347
31881894,801799.22,348712.92,1.5,2,-101.6606
31881895,801813.15,348712.05,1.5,2,-100.2133
31881896,801827.13,348713.47,1.5,2,-101.6167
31881897,801840.88,348716.26,1.5,2,-100.3046
31881898,801854.47,348719.78,1.5,2,-99.4371
31881899,801867.85,348723.98,1.5,2,-100.1765
31881900,801880.94,348728.92,1.5,2,-99.65324
31881901,801892.75,348736.34,1.5,2,-98.20588
31881902,801901.45,348747.21,1.5,2,-98.52857
31881903,801891.59,348790.45,1.5,2,-98.59995
31881904,801890.65,348793.07,1.5,2,-98.42374
31881905,801905.03,348750.95,1.5,2,-96.92366
31881906,801897.12,348739.4,1.5,2,-98.77435
31881907,801886.03,348731.13,1.5,2,-99.99944
31881908,801873.12,348725.71,1.5,2,-99.06783
31881909,801859.8,348721.24,1.5,2,-100.408
31881910,801846.31,348717.41,1.5,2,-100.6383
31881911,801832.6,348714.43,1.5,2,-99.85552
31881912,801818.71,348712.7,1.5,2,-101.5182
31881913,801804.74,348712.69,1.5,2,-100.4377
31881914,801791.14,348715.95,1.5,2,-99.51031
31881915,801778.65,348722.17,1.5,2,-98.07581
31881916,801767.3,348730.34,1.5,2,-96.96687
31881917,801757.88,348740.71,1.5,2,-95.86752
31881918,801749.76,348752.12,1.5,2,-92.48092
31881919,801745.13,348765.34,1.5,2,-95.00856
31881920,801741.85,348778.96,1.5,2,-97.55587
31881921,801740.46,348792.9,1.5,2,-99.4789
31881922,801739.56,348806.89,1.5,2,-98.72138
31881923,801739.52,348820.91,1.5,2,-102.7628
31881924,801739.41,348834.94,1.5,2,-103.3466
31881925,801738.6,348848.92,1.5,2,-103.9627
31881926,801737.71,348862.88,1.5,2,-102.3795
31881927,801736.83,348876.81,1.5,2,-103.4684
31881928,801740.63,348886.03,1.5,2,-101.0172
31881929,801754.41,348888.64,1.5,2,-98.22141
31881930,801768,348892.09,1.5,2,-99.38668
31881931,801781.41,348895.62,1.5,2,-98.292
31881932,801786.43,348908.23,1.5,2,-99.29379
31881933,801788.56,348922.07,1.5,2,-96.50053
31881934,801789.29,348936.05,1.5,2,-98.88868
31881935,801789.25,348950.08,1.5,2,-99.51823
31881936,801790.65,348963.84,1.5,2,-94.71759
31881937,801798.79,348974.74,1.5,2,-90.95116
31881938,801812.37,348977.84,1.5,2,-95.92562
31881939,801826.33,348979.15,1.5,2,-98.78053
31881940,801443.12,347920.96,1.5,2,-101.8733
31881941,801438.44,347933.98,1.5,2,-101.8139
31881942,801433.73,347946.95,1.5,2,-104.1122
31881943,801429.46,347959.51,1.5,2,-101.3417
31881944,801425.87,347972.32,1.5,2,-99.74774
31881945,801420.57,347984.54,1.5,2,-100.6556
31881946,801415.58,347997.31,1.5,2,-101.3932
31881947,801411.53,348010.69,1.5,2,-100.8882
31881948,801405.85,348023.48,1.5,2,-99.7397
31881949,801401.92,348036.19,1.5,2,-103.0438
31881950,801397.33,348049.04,1.5,2,-101.0577
31881951,801392.92,348062.29,1.5,2,-102.6795
31881952,801388.95,348075.68,1.5,2,-101.4936
31881953,801385,348085.69,1.5,2,-99.86662
31881954,801378.74,348097.22,1.5,2,-97.987
31881955,801369.57,348107.52,1.5,2,-100.5837
31881956,801363.39,348118.63,1.5,2,-96.85166
31881957,801354.13,348128.44,1.5,2,-96.05277
31881958,801349.74,348141.26,1.5,2,-94.96679
31881959,801342.1,348166.31,1.5,2,-95.1805
31881960,801343.81,348175.03,1.5,2,-91.04911
31881961,801337.76,348187.56,1.5,2,-88.56631
31881962,801336.33,348200.89,1.5,2,-90.80547
31881963,801334.6,348214.54,1.5,2,-92.14887
31881964,801334.56,348228.54,1.5,2,-89.92562
31881965,801333.18,348242.38,1.5,2,-89.08218
31881966,801331.09,348256,1.5,2,-90.1378
31881967,801326.84,348269.17,1.5,2,-88.36015
31881968,801318.98,348279.53,1.5,2,-87.78557
31881969,801322.95,348450.25,1.5,2,-78.33418
31881970,801323.61,348462.75,1.5,2,-76.59688
31881971,801324.58,348476.58,1.5,2,-75.75841
31881972,801322.41,348490.26,1.5,2,-68.38637
31881973,801318.67,348503.69,1.5,2,-65.69474
31881974,801313.94,348516.8,1.5,2,-64.31245
31881975,801306.42,348528.57,1.5,2,-65.52801
31881976,801296.95,348538.88,1.5,2,-64.13834
31881977,801286.37,348548.06,1.5,2,-63.97823
31881978,801274.63,348555.74,1.5,2,-62.22151
31881979,801262.11,348562,1.5,2,-58.52781
31881980,801248.82,348566.41,1.5,2,-59.12828
31881981,801235.31,348570.1,1.5,2,-58.14557
31881982,801221.61,348573.07,1.5,2,-59.04534
31881983,801207.92,348576,1.5,2,-59.27622
31881984,801194.14,348578.44,1.5,2,-61.57979
31881985,801180.34,348580.84,1.5,2,-63.022
31881986,801166.59,348580.5,1.5,2,-55.68495
31881987,801154.92,348587.65,1.5,2,-48.95542
31881988,801141.35,348591.12,1.5,2,-51.1702
31881989,801127.86,348594.89,1.5,2,-50.77074
31881990,801114.14,348597.61,1.5,2,-57.59336
31881991,801100.34,348600.02,1.5,2,-58.67475
31881992,801086.64,348602.99,1.5,2,-58.5628
31881993,801073.14,348606.69,1.5,2,-57.71233
31881994,801059.67,348610.55,1.5,2,-58.75865
31881995,801046.9,348616.27,1.5,2,-61.46361
31881996,801034.03,348621.37,1.5,2,-61.27121
31881997,801020.31,348624.08,1.5,2,-59.91402
31881998,801006.73,348627.31,1.5,2,-63.74729
31881999,800992.86,348629.25,1.5,2,-66.3106
31882000,800978.93,348630.73,1.5,2,-69.5285
31882001,800965.05,348632.58,1.5,2,-74.9789
31882002,800951.37,348635.58,1.5,2,-73.46285
31882003,800937.64,348638.39,1.5,2,-74.85311
31882004,800923.88,348641.06,1.5,2,-70.55773
31882005,800910.26,348644.35,1.5,2,-68.78675
31882006,800896.38,348646.34,1.5,2,-70.29088
31882007,800882.4,348647.43,1.5,2,-69.81169
31882008,800868.39,348647.65,1.5,2,-70.3656
31882009,800854.6,348649.93,1.5,2,-73.79894
31882010,800841.48,348651.19,1.5,2,-83.63895
31882011,800832.14,348648.4,1.5,2,-76.30796
31882012,800818.86,348651.46,1.5,2,-76.45139
31882013,800813.21,348663.59,1.5,2,-81.96532
31882014,800813.99,348677.56,1.5,2,-86.55593
31882015,800816.22,348691.4,1.5,2,-86.84753
31882016,800818.76,348705.18,1.5,2,-87.90275
31882017,800820.81,348719.04,1.5,2,-87.29214
31882018,800823.38,348732.79,1.5,2,-86.05855
31882019,800824.38,348746.74,1.5,2,-84.58828
31882020,800826.51,348760.58,1.5,2,-82.16885
31882021,800830.03,348770.46,1.5,2,-83.02529
31882022,800834.71,348783.66,1.5,2,-83.94167
31882023,800838.52,348797.13,1.5,2,-86.96054
31882024,800844.13,348809.97,1.5,2,-89.03697
31882025,800849.45,348822.91,1.5,2,-89.59618
31882026,800855.36,348835.56,1.5,2,-90.35909
31882027,800860.22,348848.68,1.5,2,-89.38147
31882028,800866.24,348861.35,1.5,2,-88.79482
31882029,800872.22,348873.98,1.5,2,-87.11901
31882030,800877.52,348886.94,1.5,2,-92.03085
31882031,800882.65,348899.97,1.5,2,-95.32897
31882032,800888.66,348912.66,1.5,2,-94.32648
31882033,800895.87,348924.65,1.5,2,-94.97307
31882034,800904.43,348935.78,1.5,2,-95.72162
31882035,800913.37,348946.55,1.5,2,-96.82849
31882036,800921.11,348958.22,1.5,2,-95.67964
31882037,800929.53,348969.04,1.5,2,-99.26116
31882038,800937.86,348980.19,1.5,2,-96.73443
31882039,800944.37,348976.32,1.5,2,-95.96394
31882040,800934.77,348968.39,1.5,2,-98.00489
31882041,800927.67,348956.46,1.5,2,-98.33639
31882042,800920.74,348944.3,1.5,2,-95.55028
31882043,800913.58,348932.24,1.5,2,-96.48953
31882044,800906.16,348920.38,1.5,2,-94.63714
31882045,800898.98,348908.37,1.5,2,-93.94692
31882046,800893.46,348895.5,1.5,2,-92.64494
31882047,800889.09,348882.23,1.5,2,-90.39683
31882048,800881.66,348870.38,1.5,2,-87.92647
31882049,800875.47,348857.81,1.5,2,-89.20238
31882050,800868.58,348845.55,1.5,2,-89.99301
31882051,800861.92,348833.23,1.5,2,-89.94009
31882052,800856.14,348820.48,1.5,2,-86.13863
31882053,800850.94,348807.48,1.5,2,-85.15792
31882054,800846.53,348794.2,1.5,2,-85.54296
31882055,800843.17,348780.59,1.5,2,-84.85404
31882056,800839.29,348767.11,1.5,2,-84.45875
31882057,800837.3,348753.25,1.5,2,-86.74815
31882058,800836.22,348739.26,1.5,2,-88.54964
31882059,800833.49,348725.57,1.5,2,-88.20921
31882060,800830.93,348711.79,1.5,2,-88.59805
31882061,800827.41,348698.24,1.5,2,-87.71756
31882062,800823.85,348684.72,1.5,2,-81.49743
31882063,800825.43,348674.68,1.5,2,-79.71413
31882064,800838.18,348669.8,1.5,2,-76.67823
31882065,800851.09,348664.28,1.5,2,-76.13489
31882066,800864.75,348661.21,1.5,2,-71.09808
31882067,800878.58,348658.76,1.5,2,-67.72945
31882068,800892.36,348656.07,1.5,2,-73.19542
31882069,800906.05,348653.08,1.5,2,-73.99442
31882070,800919.9,348650.96,1.5,2,-73.35157
31882071,800933.5,348647.63,1.5,2,-72.98121
31882072,800946.88,348648.84,1.5,2,-71.5273
31882073,800960.39,348646.83,1.5,2,-69.87199
31882074,800972.93,348640.6,1.5,2,-65.71041
31882075,800985.15,348633.8,1.5,2,-65.43359
31882076,800997.73,348629.4,1.5,2,-61.43955
31882077,801004.93,348618.79,1.5,2,-60.97391
31882078,801017.75,348613.38,1.5,2,-60.37148
31882079,801030.36,348607.69,1.5,2,-59.74842
31882080,801031.9,348594.72,1.5,2,-55.19344
31882081,801048.69,348582.85,1.5,2,-57.0671
31882082,801060.77,348589.74,1.5,2,-54.97191
31882083,801087.14,348588.38,1.5,2,-55.29593
31882084,801097.7,348587.09,1.5,2,-51.45459
31882085,801109.16,348589.52,1.5,2,-48.45848
31882086,801118.92,348583.87,1.5,2,-49.50692
31882087,801132.13,348582.72,1.5,2,-47.37774
31882088,801146.13,348582.71,1.5,2,-51.3337
31882089,801160.09,348581.56,1.5,2,-64.048
31882090,801173.98,348579.85,1.5,2,-60.59378
31882091,801187.46,348581.44,1.5,2,-62.54245
31882092,801201.42,348580.85,1.5,2,-67.32952
31882093,801215.04,348578.42,1.5,2,-68.06467
31882094,801228.88,348578.68,1.5,2,-68.09294
31882095,801241,348585.48,1.5,2,-69.98998
31882096,801249.09,348596.8,1.5,2,-72.35515
31882097,801251.54,348610.29,1.5,2,-74.07471
31882098,801243.26,348620.29,1.5,2,-74.22344
31882099,801230.44,348625.93,1.5,2,-73.19653
31882100,801131.32,348715.42,1.5,2,-77.31796
31882101,801138.58,348726.94,1.5,2,-75.74343
31882102,801127.67,348725.22,1.5,2,-74.26914
31882103,801114.18,348727.25,1.5,2,-76.68246
31882104,801102.45,348721.08,1.5,2,-81.27636
31882105,801088.91,348723.39,1.5,2,-81.53912
31882106,801076.21,348729.19,1.5,2,-82.28127
31882107,801062.33,348730.96,1.5,2,-84.45818
31882108,801049.44,348735.68,1.5,2,-85.02267
31882109,801035.54,348737.48,1.5,2,-83.86282
31882110,801021.54,348738.28,1.5,2,-85.76373
31882111,801007.56,348739.21,1.5,2,-83.64694
31882112,800993.64,348739.07,1.5,2,-83.0461
31882113,800979.78,348737.27,1.5,2,-80.97748
31882114,800965.97,348736.54,1.5,2,-80.54759
31882115,800952.36,348733.57,1.5,2,-83.70137
31882116,800939,348729.68,1.5,2,-87.27123
31882117,800925.85,348725.7,1.5,2,-83.63596
31882118,800918.31,348715.52,1.5,2,-82.82439
31882119,800910.56,348704.96,1.5,2,-83.74682
31882120,800836.41,348699.47,1.5,2,-87.23689
31882121,800832.93,348685.94,1.5,2,-87.14079
31882122,800828.61,348672.63,1.5,2,-87.39871
31882123,800818.59,348664.09,1.5,2,-82.96185
31882124,800811.38,348652.2,1.5,2,-75.18188
31882125,800798.63,348648.57,1.5,2,-74.55106
31882126,800792.57,348636.34,1.5,2,-75.76502
31882127,800784.13,348625.28,1.5,2,-78.23779
31882128,800772.82,348617.07,1.5,2,-79.4455
31882129,800759.68,348612.16,1.5,2,-81.26193
31882130,800746.45,348607.55,1.5,2,-83.37771
31882131,800733.24,348602.88,1.5,2,-83.42249
31882132,800720.04,348598.09,1.5,2,-84.75993
31882133,800706.68,348593.86,1.5,2,-83.83893
31882134,800693.17,348590.07,1.5,2,-84.01936
31882135,800679.42,348587.24,1.5,2,-84.95492
31882136,800665.52,348585.51,1.5,2,-86.16104
31882137,800651.57,348584.11,1.5,2,-86.94966
31882138,800637.56,348583.61,1.5,2,-86.91979
31882139,800623.56,348583.59,1.5,2,-86.14333
31882140,800609.52,348583.02,1.5,2,-89.26164
31882141,800595.5,348582.62,1.5,2,-86.65763
31882142,800581.51,348582.22,1.5,2,-91.62206
31882143,800567.56,348580.7,1.5,2,-90.45943
31882144,800553.64,348579.06,1.5,2,-90.02746
31882145,800539.66,348578.22,1.5,2,-89.10664
31882146,800525.76,348576.41,1.5,2,-89.37761
31882147,800511.84,348574.61,1.5,2,-92.8638
31882148,800497.89,348573.14,1.5,2,-92.02766
31882149,800483.86,348572.42,1.5,2,-91.53486
31882150,800469.9,348571.3,1.5,2,-93.13544
31882151,800456.08,348569.07,1.5,2,-91.50853
31882152,800442.44,348565.91,1.5,2,-93.18182
31882153,800429.09,348561.68,1.5,2,-96.62564
31882154,800416.04,348556.49,1.5,2,-92.86372
31882155,800403.42,348550.3,1.5,2,-96.86996
31882156,800391.18,348543.44,1.5,2,-99.0556
31882157,800379.42,348535.79,1.5,2,-98.74046
31882158,800368.01,348527.68,1.5,2,-100.2238
31882159,800356.86,348519.19,1.5,2,-100.2109
31882160,800345.47,348511.02,1.5,2,-102.7881
31882161,800334.12,348502.72,1.5,2,-101.8084
31882162,801325.61,347878.32,1.5,2,-99.07095
31882163,801312.27,347881.92,1.5,2,-101.1624
31882164,801299.67,347885.24,1.5,2,-102.3399
31882165,801287.28,347891.63,1.5,2,-101.5892
31882166,801164.64,347929.37,1.5,2,-100.2174
31882167,801167.28,347942.02,1.5,2,-99.40785
31882168,801174.7,347953.63,1.5,2,-95.13644
31882169,801174.42,347965.28,1.5,2,-98.36194
31882170,801163.78,347973.79,1.5,2,-97.2582
31882171,801153.4,347979.54,1.5,2,-97.14717
31882172,801140.8,347984.13,1.5,2,-95.31145
31882173,801124.79,348006.58,1.5,2,-93.27579
31882174,801112.27,348010.23,1.5,2,-91.8971
31882175,801099.12,348005.55,1.5,2,-94.84589
31882176,801086.22,348000.12,1.5,2,-96.30244
31882177,801074.42,347992.77,1.5,2,-95.83414
31882178,801063.15,347984.53,1.5,2,-96.51834
31882179,801027.47,347962.5,1.5,2,-96.93102
31882180,801016.71,347953.54,1.5,2,-96.72993
31882181,801004.61,347946.61,1.5,2,-95.76373
31882182,800991.31,347948.08,1.5,2,-94.39236
31882183,800980.96,347957.43,1.5,2,-92.3064
31882184,800972.3,347968.45,1.5,2,-90.18143
31882185,800963.19,347979.06,1.5,2,-94.58147
31882186,800952.2,347987.69,1.5,2,-96.52773
31882187,800939.38,347987.56,1.5,2,-97.41195
31882188,800927.6,347980.09,1.5,2,-97.26328
31882189,800913.95,347977.83,1.5,2,-94.01852
31882190,800901.08,347983,1.5,2,-94.17213
31882191,800888.59,347989.14,1.5,2,-94.87741
31882192,800876.07,347984.75,1.5,2,-97.91954
31882193,800867.52,347973.66,1.5,2,-96.05671
31882194,800860.4,347961.61,1.5,2,-97.10021
31882195,800853.21,347949.66,1.5,2,-96.60238
31882196,800845.77,347937.81,1.5,2,-95.77534
31882197,800835.22,347933.01,1.5,2,-96.63962
31882198,800838.96,347944.74,1.5,2,-97.96848
31882199,800849.86,347953.47,1.5,2,-97.51253
31882200,800858.39,347964.56,1.5,2,-97.21426
31882201,800866.17,347976.17,1.5,2,-97.788
31882202,800872.16,347988.72,1.5,2,-98.12946
31882203,800867.26,348000.87,1.5,2,-100.9127
31882204,800857.15,348010.28,1.5,2,-100.9729
31882205,800852.25,348023.2,1.5,2,-101.8026
31882206,800857.42,348036.19,1.5,2,-102.2456
31882207,800863.86,348048.64,1.5,2,-99.62991
31882208,800871.14,348060.57,1.5,2,-98.15233
31882209,800880.56,348070.89,1.5,2,-99.19891
31882210,800890.71,348080.51,1.5,2,-95.90169
31882211,800901.58,348089.34,1.5,2,-95.92843
31882212,800912.46,348098.17,1.5,2,-97.93134
31882213,800923.17,348107.19,1.5,2,-97.55108
31882214,800933.79,348116.32,1.5,2,-96.33938
31882215,800944.69,348125.13,1.5,2,-92.86313
31882216,800955.87,348133.57,1.5,2,-94.52314
31882217,800967.26,348141.43,1.5,2,-93.97496
31882218,800979.99,348145.51,1.5,2,-94.2387
31882219,800979.76,348158.76,1.5,2,-97.17411
31882220,800969.85,348168.56,1.5,2,-96.89752
31882221,800959.46,348177.91,1.5,2,-97.59642
31882222,800948.43,348186.52,1.5,2,-99.17961
31882223,800936.15,348192.44,1.5,2,-98.09512
31882224,800912.81,348207.32,1.5,2,-97.13851
31882225,800903.21,348217.51,1.5,2,-95.41856
31882226,800893.15,348227.22,1.5,2,-95.07542
31882227,800881.97,348235.66,1.5,2,-93.64052
31882228,800870.78,348244.11,1.5,2,-95.83974
31882229,800858.83,348251.41,1.5,2,-96.59312
31882230,800846.31,348257.71,1.5,2,-95.38656
31882231,800835.07,348265.74,1.5,2,-91.18599
31882232,800828.85,348278.2,1.5,2,-90.75117
31882233,800823.38,348291.06,1.5,2,-93.6966
31882234,800860.74,348338.01,1.5,2,-92.76557
31882235,800874.53,348336.2,1.5,2,-93.10758
31882236,800886.77,348329.4,1.5,2,-93.76804
31882237,800912.19,348318.34,1.5,2,-92.28809
31882238,800925.37,348313.61,1.5,2,-94.34331
31882239,800938.3,348308.31,1.5,2,-95.55739
31882240,800950.54,348301.53,1.5,2,-93.71201
31882241,800963.84,348297.17,1.5,2,-93.34582
31882242,800977.1,348292.66,1.5,2,-91.87754
31882243,800990.07,348287.43,1.5,2,-93.02608
31882244,801002.95,348281.89,1.5,2,-92.91814
31882245,801015.71,348276.17,1.5,2,-92.6076
31882246,801028.79,348271.25,1.5,2,-91.50412
31882247,801038.6,348278.96,1.5,2,-88.67556
31882248,801045.59,348290.97,1.5,2,-85.77657
31882249,801050.21,348304.18,1.5,2,-86.86473
31882250,801056.29,348316.8,1.5,2,-87.16781
31882251,801060.18,348330.08,1.5,2,-86.73309
31882252,801050.06,348337.76,1.5,2,-88.21638
31882253,801037.73,348344.4,1.5,2,-90.3805
31882254,801025.16,348350.57,1.5,2,-92.24471
31882255,801012.7,348357,1.5,2,-90.8196
31882256,800999.94,348362.81,1.5,2,-94.42142
31882257,800987.29,348368.81,1.5,2,-97.10895
31882258,800974.41,348374.34,1.5,2,-97.53387
31882259,800961.67,348380.14,1.5,2,-95.37421
31882260,800949.07,348386.3,1.5,2,-85.286
31882261,800939.52,348390.73,1.5,2,-84.51533
31882262,800943.29,348404.08,1.5,2,-86.38772
31882263,800950.28,348416.2,1.5,2,-82.57587
31882264,800958.07,348427.87,1.5,2,-88.39787
31882265,800966.49,348439.05,1.5,2,-84.94477
31882266,800976.77,348448.58,1.5,2,-83.97232
31882267,800986.94,348458.26,1.5,2,-85.1408
31882268,800997.85,348467.08,1.5,2,-84.11498
31882269,801008.33,348476.38,1.5,2,-82.80029
31882270,801018.76,348485.73,1.5,2,-84.40101
31882271,801028.28,348495.99,1.5,2,-82.86404
31882272,801037.96,348506.12,1.5,2,-82.67699
31882273,801048.03,348515.9,1.5,2,-80.28043
31882274,801058.19,348525.56,1.5,2,-79.07516
31882275,801068.72,348534.8,1.5,2,-77.94912
31882276,801079.34,348543.95,1.5,2,-75.55052
31882277,801090.7,348552.17,1.5,2,-74.84109
31882278,801102.47,348559.73,1.5,2,-73.64108
31882279,801130.32,348563.73,1.5,2,-64.58203
31882280,801135.52,348551.99,1.5,2,-64.51053
31882281,801132.47,348538.36,1.5,2,-66.70911
31882282,801127.3,348525.33,1.5,2,-68.74274
31882283,801121.2,348512.73,1.5,2,-70.14219
31882284,801103.15,348475.06,1.5,2,-75.41642
31882285,801087.97,348451.63,1.5,2,-77.88578
31882286,801082.54,348438.74,1.5,2,-79.75893
31882287,801078.31,348425.53,1.5,2,-81.84752
31882288,801075.53,348411.83,1.5,2,-78.50018
31882289,801058.5,348344.46,1.5,2,-88.54646
31882290,801059.89,348331.31,1.5,2,-88.47215
31882291,801053.85,348318.46,1.5,2,-86.52308
31882292,801048.37,348305.04,1.5,2,-90.96154
31882293,801042.89,348291.62,1.5,2,-91.06154
31882294,801037.4,348278.2,1.5,2,-89.70247
31882295,801041.52,348266.38,1.5,2,-92.74213
31882296,801053.16,348258.96,1.5,2,-92.55195
31882297,801065.77,348253.05,1.5,2,-90.6489
31882298,801078.47,348247.51,1.5,2,-92.15871
31882299,801091.61,348242.76,1.5,2,-94.49155
31882300,801103.99,348236.38,1.5,2,-93.86745
31882301,801115.1,348228.07,1.5,2,-93.21577
31882302,801128.4,348224,1.5,2,-93.63327
31882303,801142.31,348223.27,1.5,2,-92.12687
31882304,801153.82,348217.53,1.5,2,-89.88719
31882305,801162.12,348206.83,1.5,2,-89.29884
31882306,801170.12,348195.53,1.5,2,-87.6266
31882307,801174.93,348182.95,1.5,2,-83.63982
31882308,801165.96,348172.93,1.5,2,-85.64423
31882309,801155.31,348163.88,1.5,2,-87.26614
31882310,801143.63,348156.21,1.5,2,-88.82977
31882311,801132.28,348148.05,1.5,2,-89.05602
31882312,801121.93,348138.67,1.5,2,-90.04181
31882313,801111.17,348129.74,1.5,2,-90.60814
31882314,801099.42,348122.11,1.5,2,-90.64105
31882315,801087.76,348114.49,1.5,2,-90.29305
31882316,801076.45,348106.3,1.5,2,-94.40441
31882317,801065.25,348097.96,1.5,2,-93.8655
31882318,801053.64,348090.23,1.5,2,-95.36667
31882319,801042.24,348082.19,1.5,2,-96.30408
31882320,801019.23,348066.76,1.5,2,-97.62474
31882321,801007.86,348058.59,1.5,2,-98.23702
31882322,800997.87,348048.84,1.5,2,-100.3387
31882323,800987.64,348039.29,1.5,2,-100.4882
31882324,800977.27,348029.89,1.5,2,-99.16244
31882325,800968.04,348019.36,1.5,2,-98.96693
31882326,800956.74,348011.14,1.5,2,-99.43026
31882327,800947.01,348001.26,1.5,2,-98.00933
31882328,800936.86,347991.86,1.5,2,-97.45441
31882329,800926.63,347982.43,1.5,2,-96.66885
31882330,800913.17,347980.56,1.5,2,-93.3133
31882331,800900.29,347985.87,1.5,2,-97.44339
31882332,800887.7,347991.92,1.5,2,-96.73517
31882333,800876.4,348000.1,1.5,2,-97.36289
31882334,800984.28,348150.92,1.5,2,-93.44254
31882335,800994.73,348160.29,1.5,2,-93.41069
31882336,801004.6,348170.19,1.5,2,-92.28368
31882337,801014.11,348180.45,1.5,2,-92.13721
31882338,801023.65,348190.69,1.5,2,-91.61517
31882339,801033.23,348200.92,1.5,2,-88.52303
31882340,801042.07,348211.81,1.5,2,-86.06917
31882341,801048.59,348224.15,1.5,2,-84.63856
31882342,801054.22,348236.97,1.5,2,-86.15599
31882343,801056.68,348250.6,1.5,2,-91.7
31882344,801048.58,348261.14,1.5,2,-90.97419
31882345,801036.44,348267.32,1.5,2,-91.63229
31882346,801036.03,348279.61,1.5,2,-89.05811
31882347,801042.02,348292.28,1.5,2,-84.69307
31882348,801047.7,348305.05,1.5,2,-88.0629
31882349,801053.86,348317.62,1.5,2,-88.45789
31882350,801059.91,348330.28,1.5,2,-87.93964
31882351,801065.08,348343.29,1.5,2,-82.82845
31882352,801070.69,348356.15,1.5,2,-83.09337
31882353,801076.16,348369.05,1.5,2,-79.26381
31882354,801081.7,348381.94,1.5,2,-77.8252
31882355,801087.46,348394.72,1.5,2,-77.9726
31882356,801092.96,348407.61,1.5,2,-80.84837
31882357,801098.3,348420.54,1.5,2,-80.53377
31882358,801104.28,348433.19,1.5,2,-75.50796
31882359,801110.03,348445.95,1.5,2,-75.52303
31882360,801117.08,348458.04,1.5,2,-73.85781
31882361,801123.83,348470.32,1.5,2,-73.36073
31882362,801128.19,348483.52,1.5,2,-71.06828
31882363,801132.71,348496.78,1.5,2,-69.70461
31882364,801138.27,348509.57,1.5,2,-68.94209
31882365,801142.59,348522.78,1.5,2,-67.47669
31882366,801146.7,348535.57,1.5,2,-63.90553
31882367,801142.81,348547.11,1.5,2,-66.62093
31882368,801129.29,348549.96,1.5,2,-73.00796
31882369,801115.65,348547.24,1.5,2,-75.71322
31882370,801102.23,348543.21,1.5,2,-76.59557
31882371,801089.7,348537.06,1.5,2,-79.39138
31882372,801077.68,348529.85,1.5,2,-78.95051
31882373,801066.96,348520.84,1.5,2,-80.80387
31882374,801056.92,348511.08,1.5,2,-82.79067
31882375,801047.01,348501.22,1.5,2,-84.23498
31882376,801037.53,348491.13,1.5,2,-83.91433
